team_a,team_b,team_a_score,team_b_score,neutral,result,year
Uruguay,Bolivia,3.0,0.0,False,0,2023
Brazil,Argentina,0.0,1.0,False,2,2023
India,Qatar,0.0,3.0,False,2,2023
Syria,Japan,0.0,5.0,True,2,2023
China,South Korea,0.0,3.0,False,2,2023
Uzbekistan,Iran,2.0,2.0,False,1,2023
Vietnam,Iraq,0.0,1.0,False,2,2023
Jordan,Saudi Arabia,0.0,2.0,False,2,2023
Palestine,Australia,0.0,1.0,True,2,2023
Togo,Senegal,0.0,0.0,False,1,2023
Rwanda,South Africa,2.0,0.0,False,0,2023
Eswatini,Cape Verde,0.0,2.0,True,2,2023
Tanzania,Morocco,0.0,2.0,False,2,2023
Malawi,Tunisia,0.0,1.0,False,2,2023
Comoros,Ghana,1.0,0.0,False,0,2023
Austria,Germany,2.0,0.0,False,0,2023
Republic of Ireland,New Zealand,1.0,1.0,False,1,2023
Gibraltar,Netherlands,0.0,6.0,True,2,2023
Greece,France,2.0,2.0,False,1,2023
Wales,Turkey,1.0,1.0,False,1,2023
Croatia,Armenia,1.0,0.0,False,0,2023
Romania,Switzerland,1.0,0.0,False,0,2023
Mexico,Colombia,2.0,3.0,True,2,2023
Japan,Thailand,5.0,0.0,False,0,2024
Saudi Arabia,Lebanon,1.0,0.0,True,0,2024
Iran,Burkina Faso,2.0,1.0,False,0,2024
Qatar,Jordan,1.0,2.0,False,2,2024
Togo,Algeria,0.0,3.0,False,2,2024
DR Congo,Angola,0.0,0.0,True,1,2024
Iraq,South Korea,0.0,1.0,True,2,2024
Bahrain,Australia,0.0,2.0,True,2,2024
Ivory Coast,Sierra Leone,5.0,1.0,False,0,2024
Tunisia,Mauritania,0.0,0.0,False,1,2024
Uzbekistan,Palestine,1.0,0.0,True,0,2024
Egypt,Tanzania,2.0,0.0,False,0,2024
Senegal,Niger,1.0,0.0,False,0,2024
Ghana,Namibia,0.0,0.0,False,1,2024
Japan,Jordan,6.0,1.0,True,0,2024
Saudi Arabia,Palestine,0.0,0.0,True,1,2024
Burundi,Algeria,0.0,4.0,True,2,2024
Indonesia,Iran,0.0,5.0,True,2,2024
South Africa,Lesotho,0.0,0.0,False,1,2024
DR Congo,Burkina Faso,1.0,2.0,True,2,2024
Saudi Arabia,Hong Kong,2.0,0.0,True,0,2024
Tunisia,Cape Verde,2.0,0.0,False,0,2024
Morocco,Sierra Leone,3.0,1.0,True,0,2024
Qatar,Lebanon,3.0,0.0,False,0,2024
Sweden,Estonia,2.0,1.0,True,0,2024
Australia,India,2.0,0.0,True,0,2024
Uzbekistan,Syria,0.0,0.0,True,1,2024
Ivory Coast,Guinea-Bissau,2.0,0.0,False,0,2024
Iran,Palestine,4.0,1.0,True,0,2024
Japan,Vietnam,4.0,2.0,True,0,2024
Egypt,Mozambique,2.0,2.0,True,1,2024
Ghana,Cape Verde,1.0,2.0,True,2,2024
Indonesia,Iraq,1.0,3.0,True,2,2024
South Korea,Bahrain,3.0,1.0,True,0,2024
Malaysia,Jordan,0.0,4.0,True,2,2024
Senegal,Gambia,3.0,0.0,True,0,2024
Algeria,Angola,1.0,1.0,True,1,2024
Saudi Arabia,Oman,2.0,1.0,True,0,2024
Tunisia,Namibia,0.0,1.0,True,2,2024
Mali,South Africa,2.0,0.0,True,0,2024
Qatar,Tajikistan,1.0,0.0,False,0,2024
Morocco,Tanzania,3.0,0.0,True,0,2024
DR Congo,Zambia,1.0,1.0,True,1,2024
Syria,Australia,0.0,1.0,True,2,2024
India,Uzbekistan,0.0,3.0,True,2,2024
Ivory Coast,Nigeria,0.0,1.0,False,2,2024
Egypt,Ghana,2.0,2.0,True,1,2024
Hong Kong,Iran,0.0,1.0,True,2,2024
Iraq,Japan,2.0,1.0,True,0,2024
Cape Verde,Mozambique,3.0,0.0,True,0,2024
Senegal,Cameroon,3.0,1.0,True,0,2024
Jordan,South Korea,2.0,2.0,True,1,2024
Algeria,Burkina Faso,2.0,2.0,True,1,2024
Tunisia,Mali,1.0,1.0,True,1,2024
United States,Slovenia,0.0,1.0,False,2,2024
Kyrgyzstan,Saudi Arabia,0.0,2.0,True,2,2024
South Africa,Namibia,4.0,0.0,True,0,2024
Morocco,DR Congo,1.0,1.0,True,1,2024
Qatar,China,1.0,0.0,False,0,2024
Ivory Coast,Equatorial Guinea,0.0,4.0,False,2,2024
Cape Verde,Egypt,2.0,2.0,True,1,2024
Mozambique,Ghana,2.0,2.0,True,1,2024
Australia,Uzbekistan,1.0,1.0,True,1,2024
Iran,United Arab Emirates,2.0,1.0,True,0,2024
Guinea,Senegal,0.0,2.0,True,2,2024
Mauritania,Algeria,1.0,0.0,True,0,2024
Iraq,Vietnam,3.0,2.0,True,0,2024
Japan,Indonesia,3.0,1.0,True,0,2024
South Africa,Tunisia,0.0,0.0,True,1,2024
Tanzania,DR Congo,0.0,0.0,True,1,2024
Zambia,Morocco,0.0,1.0,True,2,2024
Jordan,Bahrain,0.0,1.0,True,2,2024
South Korea,Malaysia,3.0,3.0,True,1,2024
Saudi Arabia,Thailand,0.0,0.0,True,1,2024
Australia,Indonesia,4.0,0.0,True,0,2024
Egypt,DR Congo,1.0,1.0,True,1,2024
Iraq,Jordan,2.0,3.0,True,2,2024
Qatar,Palestine,2.0,1.0,False,0,2024
Cape Verde,Mauritania,1.0,0.0,True,0,2024
Ivory Coast,Senegal,1.0,1.0,False,1,2024
Saudi Arabia,South Korea,1.0,1.0,True,1,2024
Uzbekistan,Thailand,2.0,1.0,True,0,2024
Morocco,South Africa,0.0,2.0,True,2,2024
Bahrain,Japan,1.0,3.0,True,2,2024
Iran,Syria,1.0,1.0,True,1,2024
Australia,South Korea,1.0,2.0,True,2,2024
Tajikistan,Jordan,0.0,1.0,True,2,2024
DR Congo,Guinea,3.0,1.0,True,0,2024
Iran,Japan,2.0,1.0,True,0,2024
Qatar,Uzbekistan,1.0,1.0,False,1,2024
Cape Verde,South Africa,0.0,0.0,True,1,2024
Ivory Coast,Mali,2.0,1.0,False,0,2024
Jordan,South Korea,2.0,0.0,True,0,2024
Qatar,Iran,3.0,2.0,False,0,2024
Ivory Coast,DR Congo,1.0,0.0,False,0,2024
Nigeria,South Africa,1.0,1.0,True,1,2024
Qatar,Jordan,3.0,1.0,False,0,2024
South Africa,DR Congo,0.0,0.0,True,1,2024
Ivory Coast,Nigeria,2.0,1.0,False,0,2024
South Africa,Andorra,1.0,1.0,True,1,2024
Cape Verde,Guyana,1.0,0.0,True,0,2024
Panama,Mexico,0.0,3.0,True,2,2024
United States,Jamaica,3.0,1.0,False,0,2024
Bosnia and Herzegovina,Ukraine,1.0,2.0,False,2,2024
Qatar,Kuwait,3.0,0.0,False,0,2024
Japan,North Korea,1.0,0.0,False,0,2024
South Korea,Thailand,1.0,1.0,False,1,2024
Iran,Turkmenistan,5.0,0.0,False,0,2024
Hong Kong,Uzbekistan,0.0,2.0,False,2,2024
Iraq,Philippines,1.0,0.0,False,0,2024
Pakistan,Jordan,0.0,3.0,False,2,2024
Saudi Arabia,Tajikistan,1.0,0.0,False,0,2024
Australia,Lebanon,2.0,0.0,False,0,2024
Ecuador,Guatemala,2.0,0.0,True,0,2024
Portugal,Sweden,5.0,2.0,False,0,2024
Algeria,Bolivia,3.0,2.0,False,0,2024
Egypt,New Zealand,1.0,0.0,False,0,2024
Argentina,El Salvador,3.0,0.0,True,0,2024
Hungary,Turkey,1.0,0.0,False,0,2024
Morocco,Angola,1.0,0.0,False,0,2024
Netherlands,Scotland,4.0,0.0,False,0,2024
Nigeria,Ghana,2.0,1.0,True,0,2024
Norway,Czech Republic,1.0,2.0,False,2,2024
Senegal,Gabon,3.0,0.0,True,0,2024
Spain,Colombia,0.0,1.0,True,2,2024
Tunisia,Croatia,0.0,0.0,True,1,2024
Canada,Trinidad and Tobago,2.0,0.0,True,0,2024
Denmark,Switzerland,0.0,0.0,False,1,2024
England,Brazil,0.0,1.0,False,2,2024
France,Germany,0.0,2.0,False,2,2024
Ivory Coast,Benin,2.0,2.0,True,1,2024
Republic of Ireland,Belgium,0.0,0.0,False,1,2024
Slovakia,Austria,0.0,2.0,False,2,2024
Jamaica,Panama,1.0,0.0,True,0,2024
United States,Mexico,2.0,0.0,False,0,2024
Ecuador,Italy,0.0,2.0,True,2,2024
Cape Verde,Equatorial Guinea,1.0,0.0,True,0,2024
Sweden,Albania,1.0,0.0,False,0,2024
Algeria,South Africa,3.0,3.0,False,1,2024
Egypt,Croatia,2.0,4.0,False,2,2024
New Zealand,Tunisia,0.0,0.0,True,1,2024
Kuwait,Qatar,1.0,2.0,False,2,2024
Thailand,South Korea,0.0,3.0,False,2,2024
Uzbekistan,Hong Kong,3.0,0.0,False,0,2024
Turkmenistan,Iran,0.0,1.0,False,2,2024
Philippines,Iraq,0.0,5.0,False,2,2024
Tajikistan,Saudi Arabia,1.0,1.0,False,1,2024
Jordan,Pakistan,7.0,0.0,False,0,2024
Australia,Lebanon,5.0,0.0,False,0,2024
Argentina,Costa Rica,3.0,1.0,True,0,2024
Austria,Turkey,6.0,1.0,False,0,2024
Colombia,Romania,3.0,2.0,True,0,2024
Czech Republic,Armenia,2.0,1.0,False,0,2024
England,Belgium,2.0,2.0,False,1,2024
France,Chile,3.0,2.0,False,0,2024
Germany,Netherlands,2.0,1.0,False,0,2024
Ivory Coast,Uruguay,2.0,1.0,True,0,2024
Morocco,Mauritania,0.0,0.0,False,1,2024
Norway,Slovakia,1.0,1.0,False,1,2024
Republic of Ireland,Switzerland,0.0,1.0,False,2,2024
Scotland,Northern Ireland,0.0,1.0,False,2,2024
Senegal,Benin,1.0,0.0,True,0,2024
Slovenia,Portugal,2.0,0.0,False,0,2024
Spain,Brazil,3.0,3.0,False,1,2024
Galicia,Panama,0.0,2.0,False,2,2024
Basque Country,Uruguay,1.0,1.0,False,1,2024
Bolivia,Mexico,0.0,1.0,True,2,2024
Costa Rica,Uruguay,0.0,0.0,False,1,2024
Croatia,North Macedonia,3.0,0.0,False,0,2024
England,Bosnia and Herzegovina,3.0,0.0,False,0,2024
Germany,Ukraine,0.0,0.0,False,1,2024
Gibraltar,Scotland,0.0,2.0,True,2,2024
Austria,Serbia,2.0,1.0,False,0,2024
Italy,Turkey,0.0,0.0,False,1,2024
Portugal,Finland,4.0,2.0,False,0,2024
Switzerland,Estonia,4.0,0.0,False,0,2024
Belgium,Montenegro,2.0,0.0,False,0,2024
Denmark,Sweden,2.0,1.0,False,0,2024
France,Luxembourg,3.0,0.0,False,0,2024
Mexico,Uruguay,0.0,4.0,True,2,2024
Norway,Kosovo,3.0,0.0,False,0,2024
Spain,Andorra,5.0,0.0,False,0,2024
Tunisia,Equatorial Guinea,1.0,0.0,False,0,2024
Curaçao,Barbados,4.0,1.0,False,0,2024
Netherlands,Canada,4.0,0.0,False,0,2024
Egypt,Burkina Faso,2.0,1.0,False,0,2024
Senegal,DR Congo,1.0,1.0,False,1,2024
Algeria,Guinea,1.0,2.0,False,2,2024
Mali,Ghana,1.0,2.0,False,2,2024
Afghanistan,Qatar,0.0,0.0,True,1,2024
Myanmar,Japan,0.0,5.0,False,2,2024
Singapore,South Korea,0.0,7.0,False,2,2024
Uzbekistan,Turkmenistan,3.0,1.0,False,0,2024
Hong Kong,Iran,2.0,4.0,False,2,2024
Indonesia,Iraq,0.0,2.0,False,2,2024
Jordan,Tajikistan,3.0,0.0,False,0,2024
Pakistan,Saudi Arabia,0.0,3.0,False,2,2024
Bangladesh,Australia,0.0,2.0,False,2,2024
Haiti,Saint Lucia,2.0,1.0,True,0,2024
Panama,Guyana,2.0,0.0,False,0,2024
Czech Republic,Malta,7.0,1.0,True,0,2024
England,Iceland,0.0,1.0,False,2,2024
Germany,Greece,2.0,1.0,False,0,2024
Peru,Paraguay,0.0,0.0,False,1,2024
Scotland,Finland,2.0,2.0,False,1,2024
Nigeria,South Africa,1.0,1.0,False,1,2024
Morocco,Zambia,2.0,1.0,False,0,2024
Ivory Coast,Gabon,1.0,0.0,False,0,2024
Belgium,Luxembourg,3.0,0.0,False,0,2024
Denmark,Norway,3.0,1.0,False,0,2024
Mexico,Brazil,2.0,3.0,True,2,2024
Portugal,Croatia,1.0,2.0,False,2,2024
Spain,Northern Ireland,5.0,1.0,False,0,2024
Sweden,Serbia,0.0,3.0,False,2,2024
Switzerland,Austria,1.0,1.0,False,1,2024
United States,Colombia,1.0,5.0,False,2,2024
Cameroon,Cape Verde,4.0,1.0,False,0,2024
Aruba,Curaçao,0.0,2.0,False,2,2024
Argentina,Ecuador,1.0,0.0,True,0,2024
France,Canada,0.0,0.0,False,1,2024
Italy,Bosnia and Herzegovina,1.0,0.0,False,0,2024
Mauritania,Senegal,0.0,1.0,False,2,2024
DR Congo,Togo,1.0,0.0,False,0,2024
Namibia,Tunisia,0.0,0.0,True,1,2024
Barbados,Haiti,1.0,3.0,False,2,2024
Montserrat,Panama,1.0,3.0,True,2,2024
Czech Republic,North Macedonia,2.0,1.0,False,0,2024
Netherlands,Iceland,4.0,0.0,False,0,2024
Poland,Turkey,2.0,1.0,False,0,2024
Guinea-Bissau,Egypt,1.0,1.0,False,1,2024
Uganda,Algeria,1.0,2.0,False,2,2024
Ghana,Central African Republic,4.0,3.0,False,0,2024
Chile,Paraguay,3.0,0.0,False,0,2024
Portugal,Republic of Ireland,3.0,0.0,False,0,2024
South Africa,Zimbabwe,3.0,1.0,False,0,2024
Cape Verde,Libya,1.0,0.0,False,0,2024
Morocco,Congo,6.0,0.0,False,0,2024
Kenya,Ivory Coast,0.0,0.0,True,1,2024
Qatar,India,2.0,1.0,False,0,2024
Japan,Syria,5.0,0.0,False,0,2024
South Korea,China,1.0,0.0,False,0,2024
Iran,Uzbekistan,0.0,0.0,False,1,2024
Iraq,Vietnam,3.0,1.0,False,0,2024
Saudi Arabia,Jordan,1.0,2.0,False,2,2024
Australia,Palestine,5.0,0.0,False,0,2024
Ecuador,Bolivia,3.0,1.0,True,0,2024
United States,Brazil,1.0,1.0,False,1,2024
Germany,Scotland,5.0,1.0,False,0,2024
Argentina,Guatemala,4.0,1.0,True,0,2024
Hungary,Switzerland,1.0,3.0,True,2,2024
Spain,Croatia,3.0,0.0,True,0,2024
Colombia,Bolivia,3.0,0.0,True,0,2024
Ecuador,Honduras,2.0,1.0,True,0,2024
Serbia,England,0.0,1.0,True,2,2024
Poland,Netherlands,1.0,2.0,True,2,2024
Panama,Paraguay,0.0,1.0,False,2,2024
Austria,France,0.0,1.0,True,2,2024
Belgium,Slovakia,0.0,1.0,True,2,2024
Turkey,Georgia,3.0,1.0,True,0,2024
Portugal,Czech Republic,2.0,1.0,True,0,2024
New Zealand,Solomon Islands,3.0,0.0,True,0,2024
Germany,Hungary,2.0,0.0,False,0,2024
Scotland,Switzerland,1.0,1.0,True,1,2024
Croatia,Albania,2.0,2.0,True,1,2024
Spain,Italy,1.0,0.0,True,0,2024
Denmark,England,1.0,1.0,True,1,2024
Argentina,Canada,2.0,0.0,True,0,2024
Poland,Austria,1.0,3.0,True,2,2024
Netherlands,France,0.0,0.0,True,1,2024
Vanuatu,New Zealand,0.0,4.0,False,2,2024
Belgium,Romania,2.0,0.0,True,0,2024
Georgia,Czech Republic,1.0,1.0,True,1,2024
Turkey,Portugal,0.0,3.0,True,2,2024
Ecuador,Venezuela,1.0,2.0,True,2,2024
Mexico,Jamaica,1.0,0.0,True,0,2024
Germany,Switzerland,1.0,1.0,False,1,2024
Scotland,Hungary,0.0,1.0,True,2,2024
United States,Bolivia,2.0,0.0,False,0,2024
Uruguay,Panama,3.0,1.0,True,0,2024
Albania,Spain,0.0,1.0,True,2,2024
Croatia,Italy,1.0,1.0,True,1,2024
Colombia,Paraguay,2.0,1.0,True,0,2024
Brazil,Costa Rica,0.0,0.0,True,1,2024
England,Slovenia,0.0,0.0,True,1,2024
Netherlands,Austria,2.0,3.0,True,2,2024
France,Poland,1.0,1.0,True,1,2024
Peru,Canada,0.0,1.0,True,2,2024
Chile,Argentina,0.0,1.0,True,2,2024
Ukraine,Belgium,0.0,0.0,True,1,2024
Georgia,Portugal,2.0,0.0,True,0,2024
Czech Republic,Turkey,1.0,2.0,True,2,2024
Ecuador,Jamaica,3.0,1.0,True,0,2024
Venezuela,Mexico,1.0,0.0,True,0,2024
New Zealand,Tahiti,5.0,0.0,True,0,2024
United States,Panama,1.0,2.0,False,2,2024
Uruguay,Bolivia,5.0,0.0,True,0,2024
Colombia,Costa Rica,3.0,0.0,True,0,2024
Paraguay,Brazil,1.0,4.0,True,2,2024
Switzerland,Italy,2.0,0.0,True,0,2024
Germany,Denmark,2.0,0.0,False,0,2024
Argentina,Peru,2.0,0.0,True,0,2024
Canada,Chile,0.0,0.0,True,1,2024
England,Slovakia,2.0,1.0,True,0,2024
Spain,Georgia,4.0,1.0,True,0,2024
Vanuatu,New Zealand,0.0,3.0,False,2,2024
Mexico,Ecuador,0.0,0.0,True,1,2024
France,Belgium,1.0,0.0,True,0,2024
Portugal,Slovenia,0.0,0.0,True,1,2024
United States,Uruguay,0.0,1.0,False,2,2024
Bolivia,Panama,1.0,3.0,True,2,2024
Romania,Netherlands,0.0,3.0,True,2,2024
Austria,Turkey,1.0,2.0,True,2,2024
Brazil,Colombia,1.0,1.0,True,1,2024
Costa Rica,Paraguay,2.0,1.0,True,0,2024
Argentina,Ecuador,1.0,1.0,True,1,2024
Germany,Spain,1.0,2.0,False,2,2024
Portugal,France,0.0,0.0,True,1,2024
Venezuela,Canada,1.0,1.0,True,1,2024
England,Switzerland,1.0,1.0,True,1,2024
Netherlands,Turkey,2.0,1.0,True,0,2024
Uruguay,Brazil,0.0,0.0,True,1,2024
Colombia,Panama,5.0,0.0,True,0,2024
Spain,France,2.0,1.0,True,0,2024
Argentina,Canada,2.0,0.0,True,0,2024
Netherlands,England,1.0,2.0,True,2,2024
Uruguay,Colombia,0.0,1.0,True,2,2024
Canada,Uruguay,2.0,2.0,True,1,2024
Spain,England,2.0,1.0,True,0,2024
Argentina,Colombia,1.0,0.0,True,0,2024
Jordan,North Korea,0.0,0.0,False,1,2024
Jordan,North Korea,2.0,1.0,False,0,2024
Guatemala,Uruguay,1.0,1.0,True,1,2024
Tunisia,Madagascar,1.0,0.0,False,0,2024
Algeria,Equatorial Guinea,2.0,0.0,False,0,2024
Ghana,Angola,0.0,1.0,False,2,2024
Portugal,Croatia,2.0,1.0,False,0,2024
Scotland,Poland,2.0,3.0,False,2,2024
Denmark,Switzerland,2.0,0.0,False,0,2024
Serbia,Spain,0.0,0.0,False,1,2024
Azerbaijan,Sweden,1.0,3.0,False,2,2024
Argentina,Chile,3.0,0.0,False,0,2024
Qatar,United Arab Emirates,1.0,3.0,False,2,2024
Uzbekistan,North Korea,1.0,0.0,False,0,2024
Iran,Kyrgyzstan,1.0,0.0,False,0,2024
Iraq,Oman,1.0,0.0,False,0,2024
South Korea,Palestine,0.0,0.0,False,1,2024
Jordan,Kuwait,1.0,1.0,False,1,2024
Japan,China,7.0,0.0,False,0,2024
Australia,Bahrain,0.0,1.0,False,2,2024
Saudi Arabia,Indonesia,1.0,1.0,False,1,2024
Morocco,Gabon,4.0,1.0,False,0,2024
Egypt,Cape Verde,3.0,0.0,False,0,2024
Ivory Coast,Zambia,2.0,0.0,False,0,2024
DR Congo,Guinea,1.0,0.0,False,0,2024
South Africa,Uganda,2.0,2.0,False,1,2024
Senegal,Burkina Faso,1.0,1.0,False,1,2024
Saint Lucia,Curaçao,2.0,1.0,True,0,2024
Puerto Rico,Haiti,1.0,4.0,False,2,2024
Belgium,Israel,3.0,1.0,True,0,2024
France,Italy,1.0,3.0,False,2,2024
Kazakhstan,Norway,0.0,0.0,False,1,2024
Slovenia,Austria,1.0,1.0,False,1,2024
Wales,Turkey,0.0,0.0,False,1,2024
Peru,Colombia,1.0,1.0,False,1,2024
Uruguay,Paraguay,0.0,0.0,False,1,2024
Brazil,Ecuador,1.0,0.0,False,0,2024
Mexico,New Zealand,3.0,0.0,True,0,2024
United States,Canada,1.0,2.0,False,2,2024
Germany,Hungary,5.0,0.0,False,0,2024
Netherlands,Bosnia and Herzegovina,5.0,2.0,False,0,2024
Georgia,Czech Republic,4.0,1.0,False,0,2024
Republic of Ireland,England,0.0,2.0,False,2,2024
Gambia,Tunisia,1.0,2.0,True,2,2024
Portugal,Scotland,2.0,1.0,False,0,2024
Croatia,Poland,1.0,0.0,False,0,2024
Switzerland,Spain,1.0,4.0,False,2,2024
Sweden,Estonia,3.0,0.0,False,0,2024
Morocco,Lesotho,1.0,0.0,False,0,2024
Niger,Ghana,1.0,1.0,True,1,2024
Ethiopia,DR Congo,0.0,2.0,True,2,2024
Burundi,Senegal,0.0,1.0,True,2,2024
Curaçao,Saint Martin,4.0,0.0,True,0,2024
Haiti,Sint Maarten,6.0,0.0,True,0,2024
France,Belgium,2.0,0.0,False,0,2024
Norway,Austria,2.0,1.0,False,0,2024
Turkey,Iceland,3.0,1.0,False,0,2024
Mexico,Canada,0.0,0.0,True,1,2024
United States,New Zealand,1.0,1.0,False,1,2024
Botswana,Egypt,0.0,4.0,False,2,2024
Cape Verde,Mauritania,2.0,0.0,False,0,2024
Liberia,Algeria,0.0,3.0,False,2,2024
Chad,Ivory Coast,0.0,2.0,True,2,2024
South Sudan,South Africa,2.0,3.0,False,2,2024
Hungary,Bosnia and Herzegovina,0.0,0.0,False,1,2024
Netherlands,Germany,2.0,2.0,False,1,2024
Czech Republic,Ukraine,3.0,2.0,False,0,2024
England,Finland,2.0,0.0,False,0,2024
Colombia,Argentina,2.0,1.0,False,0,2024
Ecuador,Peru,1.0,0.0,False,0,2024
Venezuela,Uruguay,0.0,0.0,False,1,2024
Paraguay,Brazil,1.0,0.0,False,0,2024
North Korea,Qatar,2.0,2.0,True,1,2024
Kyrgyzstan,Uzbekistan,2.0,3.0,False,2,2024
United Arab Emirates,Iran,0.0,1.0,False,2,2024
Oman,South Korea,1.0,3.0,False,2,2024
Kuwait,Iraq,0.0,0.0,False,1,2024
Palestine,Jordan,1.0,3.0,True,2,2024
Bahrain,Japan,0.0,5.0,False,2,2024
Indonesia,Australia,0.0,0.0,False,1,2024
China,Saudi Arabia,1.0,2.0,False,2,2024
Cape Verde,Botswana,0.0,1.0,False,2,2024
Algeria,Togo,5.0,1.0,False,0,2024
Ghana,Sudan,0.0,0.0,False,1,2024
DR Congo,Tanzania,1.0,0.0,False,0,2024
Israel,France,1.0,4.0,True,2,2024
Italy,Belgium,2.0,2.0,False,1,2024
England,Greece,1.0,2.0,False,2,2024
Austria,Kazakhstan,4.0,0.0,False,0,2024
Norway,Slovenia,3.0,0.0,False,0,2024
Bolivia,Colombia,1.0,0.0,False,0,2024
Ecuador,Paraguay,0.0,0.0,False,1,2024
Venezuela,Argentina,1.0,1.0,False,1,2024
Chile,Brazil,1.0,2.0,False,2,2024
Qatar,Kyrgyzstan,3.0,1.0,False,0,2024
Uzbekistan,Iran,0.0,0.0,False,1,2024
Jordan,South Korea,0.0,2.0,False,2,2024
Iraq,Palestine,1.0,0.0,False,0,2024
Australia,China,3.0,1.0,False,0,2024
Saudi Arabia,Japan,0.0,2.0,False,2,2024
Tunisia,Comoros,0.0,1.0,False,2,2024
Egypt,Mauritania,2.0,0.0,False,0,2024
Ivory Coast,Sierra Leone,4.0,1.0,False,0,2024
South Africa,Congo,5.0,0.0,False,0,2024
Senegal,Malawi,4.0,0.0,False,0,2024
Grenada,Curaçao,0.0,0.0,True,1,2024
Aruba,Haiti,1.0,3.0,False,2,2024
Bosnia and Herzegovina,Germany,1.0,2.0,False,2,2024
Hungary,Netherlands,1.0,1.0,False,1,2024
Czech Republic,Albania,2.0,0.0,False,0,2024
Turkey,Montenegro,1.0,0.0,False,0,2024
Slovakia,Sweden,2.0,2.0,False,1,2024
Peru,Uruguay,1.0,0.0,False,0,2024
New Zealand,Tahiti,3.0,0.0,True,0,2024
United States,Panama,2.0,0.0,False,0,2024
Morocco,Central African Republic,5.0,0.0,False,0,2024
Croatia,Scotland,2.0,1.0,False,0,2024
Poland,Portugal,1.0,3.0,False,2,2024
Serbia,Switzerland,2.0,0.0,False,0,2024
Spain,Denmark,1.0,0.0,False,0,2024
Finland,England,1.0,3.0,False,2,2024
Austria,Norway,5.0,1.0,False,0,2024
New Zealand,Malaysia,4.0,0.0,False,0,2024
Togo,Algeria,0.0,1.0,False,2,2024
Curaçao,Grenada,1.0,0.0,True,0,2024
Aruba,Haiti,3.0,5.0,False,2,2024
Belgium,France,1.0,2.0,False,2,2024
Bosnia and Herzegovina,Hungary,0.0,2.0,False,2,2024
Germany,Netherlands,1.0,0.0,False,0,2024
Ukraine,Czech Republic,1.0,1.0,True,1,2024
Iceland,Turkey,2.0,4.0,False,2,2024
Estonia,Sweden,0.0,3.0,False,2,2024
Canada,Panama,2.0,1.0,False,0,2024
Mexico,United States,2.0,0.0,False,0,2024
Comoros,Tunisia,1.0,1.0,True,1,2024
Morocco,Central African Republic,4.0,0.0,False,0,2024
Mauritania,Egypt,0.0,1.0,False,2,2024
Botswana,Cape Verde,1.0,0.0,False,0,2024
Sudan,Ghana,2.0,0.0,True,0,2024
Sierra Leone,Ivory Coast,1.0,0.0,True,0,2024
Tanzania,DR Congo,0.0,2.0,False,2,2024
Congo,South Africa,1.0,1.0,False,1,2024
Malawi,Senegal,0.0,1.0,False,2,2024
Scotland,Portugal,0.0,0.0,False,1,2024
Poland,Croatia,3.0,3.0,False,1,2024
Spain,Serbia,3.0,0.0,False,0,2024
Switzerland,Denmark,2.0,2.0,False,1,2024
Colombia,Chile,4.0,0.0,False,0,2024
Paraguay,Venezuela,2.0,1.0,False,0,2024
Uruguay,Ecuador,0.0,0.0,False,1,2024
Argentina,Bolivia,6.0,0.0,False,0,2024
Brazil,Peru,4.0,0.0,False,0,2024
Uzbekistan,United Arab Emirates,1.0,0.0,False,0,2024
Iran,Qatar,4.0,1.0,True,0,2024
Jordan,Oman,4.0,0.0,False,0,2024
South Korea,Iraq,3.0,2.0,False,0,2024
Japan,Australia,1.0,1.0,False,1,2024
Saudi Arabia,Bahrain,0.0,0.0,False,1,2024
Belgium,Italy,0.0,1.0,False,2,2024
France,Israel,0.0,0.0,False,1,2024
Greece,England,0.0,3.0,False,2,2024
Kazakhstan,Austria,0.0,2.0,False,2,2024
Slovenia,Norway,1.0,4.0,False,2,2024
Costa Rica,Panama,0.0,1.0,False,2,2024
Jamaica,United States,0.0,1.0,False,2,2024
Venezuela,Brazil,1.0,1.0,False,1,2024
Ecuador,Bolivia,4.0,0.0,False,0,2024
Paraguay,Argentina,2.0,1.0,False,0,2024
North Korea,Iran,2.0,3.0,True,2,2024
Qatar,Uzbekistan,3.0,2.0,False,0,2024
Kuwait,South Korea,1.0,3.0,False,2,2024
Iraq,Jordan,0.0,0.0,False,1,2024
Australia,Saudi Arabia,0.0,0.0,False,1,2024
Madagascar,Tunisia,2.0,3.0,True,2,2024
Equatorial Guinea,Algeria,0.0,0.0,False,1,2024
Burkina Faso,Senegal,0.0,1.0,True,2,2024
Portugal,Poland,5.0,1.0,False,0,2024
Scotland,Croatia,1.0,0.0,False,0,2024
Denmark,Spain,1.0,2.0,False,2,2024
Switzerland,Serbia,1.0,1.0,False,1,2024
Curaçao,Saint Martin,5.0,0.0,False,0,2024
Sint Maarten,Haiti,0.0,8.0,True,2,2024
Honduras,Mexico,2.0,0.0,False,0,2024
Suriname,Canada,0.0,1.0,False,2,2024
Uruguay,Colombia,3.0,2.0,False,0,2024
New Zealand,Vanuatu,8.0,1.0,False,0,2024
Indonesia,Japan,0.0,4.0,False,2,2024
Gabon,Morocco,1.0,5.0,False,2,2024
Cape Verde,Egypt,1.0,1.0,False,1,2024
Angola,Ghana,1.0,1.0,False,1,2024
Zambia,Ivory Coast,1.0,0.0,False,0,2024
